CODIGO;DESCRIPCION;PVP;PVD
Q1000T3;Bombilla 1000W. Tubular. 220V.;102042,02;86588,23
QP3-1PL-100-240;Procesador para sistema Quantum de Lutron.;9342302,52;7926798,32
QSE-CI-NWK-E;Grafik Eye QS. Interface para PC o AV Digital. TCP/IP o RS232.;1456436,97;1235764,71
QSGRJ-3P-W;Graffik Eye 3 circuitos. Marca Lutron.;2209218,49;1874487,39
QSL-BMS-PKG;Quantum software building pack.;12146714,28;10306302,52
QSM2-4W-C;Modulo de sensor QS. 400 mA 434MHz. Entrada cableada e inalambrica.;393344,54;333747,9
QSN-1ECO-S;Panel de control para conexion de sensores y atenuacion. EcoSystem.;1247941,18;1058857,14
QSN-2ECO-S;Panel de control para conexion de sensores y atenuacion. 2 circuitos.;1814579,83;1539638,65
QSN-4S16-S;Panel de conmutacion de 4 zonas.;1188756,3;1008638,65
QSW-BAC-PP-A;Interfase de comunicacion BACNET. Lutron.;1102386,55;935361,34
QSW-GG-PP-A;Software para Green Lance;1500000;1272731,09
QSW-L-PP-A;Software para manejo control de Iluminacion.;1837310,92;1558932,77
QSWS2-3BN-WH-EGN;Interruptor de 3 botones con tapa decorativa.;579873,95;492008,4
QSWS2-5BI-WH-EGN;Botonera de 5. Color Blanca.;594218,49;504184,87
QSWS2-7BN-W;Botonera 7 circuitos. Marca Lutron.;477705,88;405327,73
QSWS2-7BN-WH-EGN;Interruptor de 7 botones con tapa decorativa;601546,22;510403,36
QUATTRO-HD-KNX;Detector de presencia KNX DualTech 360? con regulaci? constante de lu;678403,36;575613,44
QUIR-INS-1000102024;Instalaci? de Luminarias Quirofanos;1117553,45;937302,95
QUIROFANO;Suministro.;24454363,97;20749126,06
R-1500;Chasis reflector 1500W. sin tubo;59529,41;50512,6
R-1500-LL;Reflector de exterior halogeno.1500W.Incluye bombilla;47176,47;40025,21
R-150MH;Chasis Reflector Inyectado en aluminio.M;58957,98;50025,21
R-250SC-NW;Chasis reflector sin cofre Max 400W.Sock;42176,47;35789,92
R-400MH;Chasis reflector de exterior con cofre. Incluye Socket E-40;89294,12;75764,71
R-400PINTURA;Pintura para R-400.;9823,53;8336,13
R-500-LL;Reflector halogeno de 500W.120V.;30361,34;25764,71
R-705;Bases de cemento Alcataya para P35 Poste 2 mts.;121436,97;103033,61
R0800-000;Panel de Inserci? GM para 8 Rel? NO INCLUYE REL?S;1028932,77;873033,61
R08TC-100;Gabinete GM  8 Rel? de Sobreponer, Puerta y llave Nema 1;2034647,06;1726369,75
R1000-720710;Reflector rectangular metal halide 1000W. CWA. Incl. Bombilla GE.;703126,05;596621,85
R1000-721201;Reflector de Exterior 1000W. MH. Advance/Philips.;652084,03;553302,52
R1000-NW;Chasis reflector importado MH1000. Inyectado en aluminio.;183000;155268,91
R1000HPS-LL;Reflector de extrior. Sodio 1000W. CWA. MT. Incl. Bombilla.;965243,7;818991,6
R1000MHCWA-LL;Reflector de 1000W. Metal Halide CWA. Incl. Bombilla.;693126,05;588109,24
R150/C4HPS-LL;Reflector de sodio 150W. 220V. Incl. Bombilla.;178890,76;151789,92
R150MH-120V-LL;Reflector de exterior. MH 150W. Incluye bombilla.;537815,13;0
R150MH-220V;Reflector de exterior 150W Metal Halide 208/220V.;126319,33;107176,47
R150MH-E27;Reflector para MH con rosca E27;72865,55;61823,53
R150MH-FUND;Proyector mini para MH150.Fundido.;98218,49;83336,13
R150NW-LL;Reflector de Exterior. Metal Halide 150W.220V.Incluye Bombilla.;146117,65;123974,79
R160-E27;Reflector Luz mixta 160W. E27.;25714,28;21823,53
R1612;Perfil aluminio con difusor opal 16x12mm sin aleta;22067,23;18722,69
R175MH-220V;Reflector de metal halide 175W. 208/220V. Incluye parte electrica.;160151,26;135882,35
R175MHCWA-LL;Reflector de exterior. 175W. MH. CWA. Incl. Bombilla.;206042,02;174823,53
R1WL-404405;Luminaria R1. 2x54W. Cooper Lighting. Lutron/Philips 4.100?K.;613789,92;520773,11
R1WL-404505;Luminaria R1. 2x54W. Cooper Lighting. Lutron ES/Philips 4.100?K.;664050,42;563411,76
R1WL2T51C24;Luminaria de empotrar 2x54W. T5. Directa/Indirecta.;494420,17;419512,6
R220AC14P;Relevo 220VAC- 14 Pines;8126,05;6899,16
R250-840200;Reflector de exterior 250W.KIt new LIghting.sin bombilla.;146184,87;124033,61
R250-FUND-LL;Reflector fundido 250W. Incluye Kit y bombillo.;321823,53;273058,82
R250-NWLL;Reflector de Exterior. Metal Halide 250W. Incl. Bombilla.;194243,7;164798,32
R250/220V;Reflector de exterior 250W. 220V.;153117,65;129915,97
R250BMHMTLL;Reflector de exterior metal halide 250W. CWA. MT. Inc. Bombilla. Color;235117,65;199487,4
R250HPS-LL;Reflector de Exterior. Sodio 250W. 220V. Incl. Bombilla.;178327,73;151302,52
R250MH-IN;Reflector de exterior. 250W. metal halide. 208/220V. Inadisa.;149067,23;126487,39
R250MH-LL;Reflector de Exterior. 250W. MH. 208/220V. Incl. Bombilla.;201512,6;170983,19
R250MH-LLCR;Reflector de exterior. Metal halide 250W. 208/220V. Incl. Bombilla. CR;258285,71;219151,26
R250MH-NWLL-B;Reflector de exterior. Metal halide 250W. 220V. Inc. Bombilla. Color B;147605,04;125235,29
R250MHMT-LL;Reflector de 250W. MH. MT. Inc. Bombilla;307151,26;260613,45
R3;Aviso de Salida y Luminaria de Emergencia.;71252,1;60462,18
R400-105W;Reflector de exterior. Incluye Bombilla fluorescente 105W. 220V.;117470,59;99672,27
R400-150HPS-LL;Reflector de exterior sodio 150W. 220V. Incl. Bombilla.;153336,13;130100,84
R400-652401;Reflector de exterior. Metal Halide 150W. Inadisa/Philips. 208/220V.;173310,92;147058,82
R400-670200;Reflector de exterior. Metal Halide 250W. 220V.;153117,65;129915,97
R400-670201;Reflector de exterior de 250 MH con balasto 208/220 V y bombilla PHILI;194352,94;164924,37
R400-670210;Reflector de exterior. Metal halide 250W. 220V. Bombilla GE;192689,08;163504,2
R400-670710;Reflector de exterior. Metal halide 250W CWA .Keystone. Bombilla GE.;274907,56;233243,7
R400-671210;Reflector de Exterior. 250W. MH. CWA. Advance/GE.;268680,67;227974,79
R400-672610;Reflector de Exterior. 250W. Metal Halide. CWA. Incl. Bombilla. GE.;255731,09;216983,19
R400-710200;Reflector Metal Halide 400W. Kit New Lighting. sin bombillo.;152815,13;129672,27
R400-710210;Reflector de exterior 400W. M.H. 208/220/240V. Bombilla GE.;223252,1;189436,97
R400-710235;Reflector de exterior 400W. M.H. 208/220/240V. Bombilla SY.;205907,56;174722,69
R400-710299;REflector Metal Halide 400W. Kit New Lighting.incluye bombillo.;205260,5;174176,47
R400-710700;Reflector de exterior. MH. 400W. CWA. Incl. Sin bombillo.;254932,77;216310,92
R400-710710;Reflector de exterior. MH. 400W. CWA. Incl. Bombilla. GE.;324050,42;274991,6
R400-711201;Reflector de Exterior. MH 400W. CWA. Advance/Philips 4100K.;329302,52;279403,36
R400-712400;Reflector de exterior. Metal Halide 400W. 208/220V. Sin Bombilla.;151865,55;128857,14
R400-712410;Reflector de exterior. Metal Halide 400W. 208/220V. GE.;225260,5;191134,45
R400-713010;Reflector de exterior 400W. metal Halide. KIt roy alpha y bombilla gen;201016,81;170546,22
R400-830210;Reflector de exterior. Sodio 150W. 220V. Bombilla GE.;128647,06;109159,66
R400-830250;Reflector de exterior. 150W. Sodio. KIt New Lighting. Bombillo venture;160873,95;136495,8
R400-832410;Reflector de exterior Sodio 150W - Balasto reactor INADISA y bombilla;158705,88;134689,08
R400-832500;Reflector de exterior. Sodio 150W. Bal. Electronico. Sin Bombilla.;223722,69;189840,34
R400-840201;Reflector de extrior. Sodio 250W. 220V. Inc Bombilla Philips.;178571,43;151504,2
R400-840210;Reflector de extrior. Sodio 250W. 220V. Inc Bombilla GE.;192941,18;163689,08
R400-842601;Reflector de Exterior. Sodio 250W. CWA. Bomb. PH.;302563,02;256722,69
R400-843010;Reflector de extrior. Sodio 250W tritap.Roy alpha Inc Bombilla GE.;201016,81;170546,22
R400-850200;REflector de exterior. 400W. Sodio. KIt New Lighting. Sin bombillo.;155285,71;131773,11
R400-850210;Reflector de exterior. Sodio 400W. 220V. Bombilla GE.;180773,11;153369,75
R400-851210;Reflector de Exterior. Sodio 400W. CWA. Advance/GE.;310756,3;263672,27
R400-FUND;Reflector rectangular fundido para MH 250-400W;214294,12;181823,53
R400-FUNDLL;Reflector fundido 400W. Incluye Kit y Bombillo.;356932,77;302890,76
R400-HPSLL;Reflector de 400W Sodio. Incluye Kit y Bombillo.;184243,7;156344,54
R400-MARCO;Marco para Reflector 400W.;14294,12;12126,05
R400-MHMT;Reflector Metal Halide 400W. MT.;252084,03;213907,56
R400-MHMTLL;Reflector de Metal Halide 400W.MT.Color negro.Incluye Bombilla;304831,93;258647,06
R400-NW;Chasis reflector importado. Max. 400W. Incluye socket E-40. Color Negr;71310,92;60504,2
R400-NWLL;Reflector de exterior Metal Halide. 400W. 220V. Incl. Bombilla.;228436,97;193848,74
R400-NWLL-V;Reflector 400W. Incluye Kit y Bombilla verde.;246546,22;209151,26
R400-PC6-712410;Reflector en poste cuadrado de 6mts. 400W. MH. Inadisa/GE.;549235,29;466050,42
R400B-670210;Reflector de exterior. Metal halide 250W. 220V. Bombilla GE.;187277,31;158882,35
R400B-670700;Reflector de extrior blanco. Metal Halide 250W. CWA.;207487,4;176033,61
R400B-710200;Reflector de Exterior Blanco. 400W. MH. 208/220/240V. Sin Bombilla.;132823,53;112697,48
R400B-710210;Reflector de exterior 400W blanco. metal Halide. KIt new lighting y bo;212394,96;180168,07
R400B-710700;Reflector de exterior 400W. blanco. Keystone CWA. sin bombillo.;232470,59;197193,28
R400B-850210;Reflector de exterior color blanco. 400W. Sodio. 220V.  Inc. Bombilla.;165235,29;140235,29
R400B-MHMTLL;Reflector de metal halide 400W. MT. Color blanco. Incl. Bombilla.;303403,36;257436,97
R400B-NWLL;Reflector de exterior Metal halide blanco. 400W.220V. Incluye kit y bo;183495,8;155697,48
R400HPS-220V;Reflector de exterior 400W. Sodio. 220V.;154294,12;130915,97
R400HPS220V-LL;Reflector de exterior 400W. Sodio. 220V. Incluye Bombilla.;197554,62;167621,85
R400MH-110V;Reflector 400 Metal Halide 110V Con Bombillo.;324033,61;274941,18
R400MH-220V;Reflector 400 Metal Halide 220V.;250000;212126,05
R400MH-220V-NW;Reflector de exterior Metal Halide. 400W. 220V.;151840,34;128831,93
R400MH-ECLL;Reflector de 400W. Metal Halide. 208V. Bal. Elect. Incl. Bombilla.;164521,01;139596,64
R400MH-IMPLL;Reflector de exterior. Metal Halide 400W. 220V. Incluye Bombilla.;205714,28;174546,22
R400MH-INA;Reflector de exterior. MH. 400W. Kit Inadisa.;164521,01;139596,64
R400MH-NWLL-B;Reflector de exterior. Metal halide 400W. 220V. Inc. Bombilla. Color B;186193,28;158008,4
R400MH220V;Reflector de Exterior 400W. MH. 208/220V.;196436,97;166672,27
R400MH220V-LL;Reflector de Exterior 400W. MH. 208/220V. Incl. Bombilla.;214294,12;181823,53
R400MHMT-LL;Reflector de exterior. Metal Halide 400W. CWA. Inc. Bombilla.;295302,52;250563,03
R400MHMT-LLAZ;Reflector de exterior. Metal halide 400W. CWA. Inc. Bomb. Azul;303680,67;257705,88
R400MHWH-220VNW;Reflector de exterior blanco Metal halide 400W. 220V. Incluye Kit.;139756,3;118605,04
R400TAPA;Tapa en aluminio para cofre del reflector R400. Color Negro.;25000;21218,49
R400WH-220V;Reflector Blanco Metal Halide 400W.220V. Incluye Kit .;139756,3;118605,04
R400WH-NW;Chasis reflector importado. Max. 400W. Incluye socket E-40. Color  Bla;52302,52;44378,15
R400WH-NWLL;Reflector Blanco Metal Halide 400W.220V. Incluye Kit y bombillo.;210705,88;178781,51
R50-S;Regleta 50 pares, marca Siemon.;87042,02;73848,74
R60X60-16C;Rejilla especular de 16 celdas. Aluminio Importado.;35714,28;30310,92
R700;Luminaria de exterior con acrilico.;214294,12;181823,53
R700-810201;Luminaria de Exterior Con Acrilico Sodio 70, Incluye Kit Y Bombillo IN;309235,29;262394,96
R70HPS220V-LL;Reflector de sodio 70W. Inc. Bombilla.;135731,09;115168,07
R70MH-220V;Reflectore de exterior 70W. Metal Halide. 208/220V.;96521,01;81899,16
R70W/240V;Reflector de Exteiror Sodio 70W E27 240V, Incluye Bombilla.;383932,77;325764,71
R7613-04-04;Bombilla LED Vintage. 6W. G95. Ambar.;48025,21;40747,9
RA-15;Luminaria horizontal de alumbrado public;50000;42428,57
RA15-125M;Luminaria de alumbrado publico. 125W. Mercurio. 220V.;84579,83;71764,71
RA15-70HPS-FC;Luminaria horo?ontal de alumbrado publico. 70W. HPS. Incl. Fotocelda.;133672,27;113420,17
RA1715;Perfil aluminio con difusor opal 17x15mm con aleta;28016,81;23773,11
RACHE;Juego de Rache Stanly;357142,86;303033,61
RACK CERRADO 24U;Rack Cerrado 24U.;1316806,72;0
RACK CERRADO 48U;Rack Cerrado 48U.;1995798,32;0
RADIOS-001;Radios Inatercomunicadores para Proyectos;600000;509092,44
RADON-L100-D-4K;***INACTIVO***;393235,29;333638,66
RALED-I-16LED-30W;Luminaria de exterior para alumbrado publico. 16LED-36W. 120-277V. INC;629378,15;534016,81
RALED-I-16LED-36W;Luminaria de exterior para alumbrado publico. 16LED-36W. 120-277V. INC;696436,97;590915,97
RALED-I-16LED-57W;Luminaria de exterior para alumbrado p?lico. 16LED-57W. 120-277V.;728907,56;621764,71
RALED-I-20W;Luminaria Alumbrado p?lico RALED I LED 20W. 4.000?K. IP66. Ac120-277.;1232142,86;1045454,55
RALED-I-32LED-72W;Luminaria de exterior para alumbrado publico. 32LED-72W. 120-277V. INC;1208252,1;1025184,87
RALED-I-LED-34W;Luminaria de exterior para alumbrado publico. 34W. 120-277V. Inc Base.;694647,06;589394,96
RALED-II- 64LED-146W;Luminaria de exterior para alumbrado publico. 64LED-146W.120-277V. INC;1767470,59;1499672,27
RALED-II-32-LED-55W;Luminaria de exterior para alumbrado p?lico. 55W. 32 LED.120-277V.;1367142,86;1160000
RALED-II-32-LED-74W;Luminaria de exterior para alumbrado publico. 32LED-74W. 120-277V. INC;1208252,1;1025184,87
RALED-II-48;Luminaria de exterio para alumbrado publico. 52-156W. 120-277V.;1292092,44;1096319,33
RALED-II-LED-144W;Luminaria de exterior para alumbrado publico. 144W. 120-277V. Inc Base;1767865,55;1500000
RALED-III-64;Luminaria de exterior para alumbrado publico. 69-208W. 120-277V.;2131436,97;1808487,39
RALED-III-64LED-139W;Luminaria de exterior para alumbrado publico. 64LED-139W. 120-277V. IN;1764294,12;1496974,79
RALED-III-64LED-143W;Luminaria de exterior para alumbrado publico. 140W. 17.000 Lumenes.120;2464294,12;2090915,97
RALED-IV-143-291W;Luminaria RAKED IV 128 LED. 143-291W. 18.700 a 33.000 Lumenes. 4.000?K;3278571,43;2781823,53
RAMAL-10M-26E27;Ramal de 10 Metros con Socket E27.;76607,14;65000
RAMAL-19M-39E27;Ramal de 19 Metros con Socket E27.;107142,86;90915,97
RATAN-WAHI;Ratan colgante Wahi-Sabi.;357142,86;303030,3
RAYOSX;Suministro.;2898404,09;2459251,95
RBE8X10A40GF;Reducci? Bandeja tipo escalera de 8 x (10 a 40 cms) calibre 18 galvan;81764,71;69915,97
RBWAPR-2ND&R11E-LTE-;RBwAPR-2nD&R11e-LTE-US  Punto de acceso inal?brico a prueba de intemp;785714,28;666672,27
RC-710200;Luminaria circular con vidrio. 400W. MH. 208/220/240V. Sin Bombilla.;216941,18;184050,42
RC-710210;Reflector Circular con Vidrio. 400W.MH NW/GE.;318168,07;269957,98
RC-721201;Reflector Circular con Vidrio. 1000W.MH CWA. ADV/PH.;669848,74;568361,34
RC-721205;Proyector circular de 1000W. Metal Halide CWA. Advance.Philips 4100k.;714058,82;605907,56
RC1000;Chasis proyector circular 1000W.;238554,62;202411,76
RC1000-720710;Proyector circular de 1000W. Metal Halide CWA. KeystoneIncl. Bombilla;759319,33;644277,31
RC1000-721200;Proyector circular de 1000W. Metal Halide CWA. Sin  Bombilla .;614789,92;521512,61
RC1000-721201;Proyector circular de 1000W. MH.CWA. Advance/Philips.;710487,4;602873,95
RC1000-721202;Proyector circular de 1000W. MH.CWA. Advance/GE;760344,54;645176,47
RC1000HPSMT;Reflector circular de 1000W. Sodio. CWA. MT.;769865,55;653218,49
RC1000MHMT;Proyector circular de 1000W. Metal Halide CWA.;613067,23;520100,84
RC1000MHMT-LL;Proyector circular de 1000W. Metal Halide CWA. Incl. Bombilla.;746882,35;633756,3
RC105;Regleta 1 par 10A 600V. Certificada. Hasta 14 AWG. 200 ?C.;596,73;506,32
RC105-ENC;Regleta de 6 amp. Enchufable. 1 polo Macho y Hembra.;1168,07;991,6
RC1110;Regleta 1 par 57A. Certificada.;852,68;723,48
RC2121;Perfil aluminio con difusor opal 21x21mm;30016,81;25470,59
RC400;Chasis proyector circular 400W.;146000;123882,35
RC400-672410;Reflector circular 250W.Metal Halide. KIt Inadisa BOmbilla G.E;268899,16;228159,66
RC400-710200;Reflector circular 400W.Metal Halide. KIt New Lighting;234352,94;198857,14
RC400-710210;Reflector circular 400W.Metal Halide. KIt New Lighting BOmbilla G.E.;302621,85;256764,71
RC400-710700;Reflector circular 400W.Metal Halide. KIt Advance.CWA.Sin bombillo.;329605,04;279663,87
RC400-710701;Reflector circular 400W.Metal Halide. KIt Advance. Philips.;404008,4;342781,51
RC400HPSLL;Reflector circular de exterior 400W.sodio.Incluye kit y bombillo.;262420,17;222663,87
RC400MH-LL;Reflector circular de exterior. Metal Halede 400W. Incl Bombilla..;306630,25;260184,87
RC400MHMTLL;Reflector circular de 400W. MH Incluye balasto CWA y bombilla-;403781,51;342596,64
RCG-1000MH-CWA;Proyector circular 1000W. Metal Halide. CWA. 120/220/240/277V.;1241000;1052966,39
RD2624-114013970W;Perfil de Aluminio con difusor opal curvo. LED. 100W. 100-277V. Dim.0-;531092,44;445798,32
RD2624-15W-AZ;Perfil de Aluminio con difusor opal curvo. Incluye regletas LED color;146386,55;122521,01
RDGSW-8CW;Botonera Digital GM LC 3 8 Botones Incluye Tapa Blanca;1588042,02;1347428,57
RDLPRO-002;Bala de LED 10W 4000K Ac 85-240V;36252,1;30764,71
RDLPRO-007;Bala de LED 30W 3000K Ac 85-240V;73571,43;62428,57
RDLPRO-009;Bala de LED 30W 5000K Ac 85-240V;73571,43;62428,57
RDS-CALS-5;RDS CALs for Windows Server 2022 x 5 Dispositivos;2178571,43;1848487,39
RE-1-BK;Riel electrico de 1 metro color negro.;33734,02;28622,8
RE-1-GN;Riel electrico de 1 mt. Color Gris.;10184,87;8638,65
RE-1-WH;Riel electrico de 1 mts. Un circuito. Color Blanco.;30176,47;25605,04
RE-1BK-3F;Riel Electrico de 1 mts. 3 circuitos. Color Negro.;49714,28;42184,87
RE-1WH-3F;Riel Electrico de 1 mts. 3 circuitos. Color Blanco.;55184,87;46823,53
RE-1WH-PLAFON;Riel electrico con plafon a techo de 50 cms. Color Blanco;67966,39;57689,08
RE-2-BK;Riel electrico de 2 metros 2 vias. Con Acometida. Color Negro.;58170,23;49356,56
RE-2-GN;Riel electrico de 2 mt. Color Gris.;15806,72;13411,76
RE-2-WH;Riel electrico de 2 metros 2 vias. Con Acometida. Color Blanco.;59523,54;50504,82
RE-2BK-3F;Riel Electrico de 2 mts. 3 circuitos. Color Negro.;96882,35;82201,68
RE-2WH-3F;Riel Electrico de 2 mts. 3 circuitos. Color Blanco.;108571,43;92126,05
RE-32;Remache POP 3-2.;33,61;33,61
RE-3BK-3F;Riel Electrico de 3 mts. 3 circuitos. Color Negro.;133899,16;113613,44
RE-3WH-3F;Riel Electrico de 3 mts. 3 circuitos. Color Blanco.;153218,49;130000
RE-42;Remache POP 4-2.;41,73;35,41
RE-43;Remache POP 4-3;42,16;35,77
RE-44;Remache POP 4-4.;47,2;40,05
RE-46;Remache POP en Aluminio 4.8 X 16 mm (3/16);65,36;55,45
RE-49;Remache POP en Aluminio 4.8 X 16 mm (3/16);184,87;159,66
"RE-A-1-1/2""1/2""";"Reducci? en Acero de 1-1/2"" 1/2"".";10168,07;8621,85
RE-ES-DI-GU10-BK;Riel electrico especial. Directo e Indirecto. Incluye 4 cilindros GU10. 1.10 mts;366075,63;310613,44
RE1-BK-U;Riel Electrico de 1 mt. Color Negro. Inc Union.;41529,41;35243,7
RE1-WH-U;Riel Electrico de 1 mt. Color Blanco. Inc Union.;41428,57;35151,26
RE1B-HKT151WH;Riel de 1 metro con stpot para bombilla PAR30. Color Blanco.;54831,93;46512,61
RE1BK-3F;Riel Electrico 1 Mts. 3 Faces. Color Negro.;64974,79;55134,45
RE1BK-L908;Riel Electrico de 1 mt. Negro. Inc Union.L908;37495,8;31815,13
RE1WH-L908;Riel Electrico de 1 mt. con union para riel. Color Blanco.;37470,59;31798,32
RE2BK-3F;Riel Electrico 2 Mts. 3 Faces. Color Negro.;127504,2;108184,87
REC-5X5-2X1-RE-WH;Rectangulo en tuberia 5x5. 2x1 metros. Incluye Riel electrico en el perimetro. C;563193,28;473109,24
RECT-5X5-1160X696;Rectangulo de 1160x696 mm. en tuberia cuadrada de 5x5. Color Negro.;273193,28;229159,66
RECT-DIS006-4K-BK;Rectangulo en perfil de aluminio y cinta de LED. 4.000?K. 120V. Color;640764,71;543680,67
REF-AL-PAR30-BK;Reflector tipo Spot con aletas para bombilla PAR30. Negro.;53571,43;45462,18
REF-AL-PAR30-WH;Reflector tipo Spot con aletas para bombilla PAR30. Blanco.;58638,65;49756,3
REF-AL-PAR38-BK;Reflector tipo Spot con aletas para bombilla PAR38. Negro.;66075,63;56067,23
REF-AL-PAR38-WH;Reflector tipo Spot con aletas para bombilla PAR38. Blanco.;66302,52;56260,5
REF-BRAZO-L;Refuerzo para brazo en L.;1015,38;861,53
REF-FHBM-90;Pantalla reflectora para luminaria Fortimo High Bay. 90 grados. 929001;73638,65;62478,99
REF-TAPA-FE-AURA;Refuerzo para tapa - Aura de empotrar.;495,8;420,17
REF-WW-54W-RGB;"Reflector tipo ""Wall Washer"" 54W. RGB. DMX512. 120-240V.";900000;763638,65
REG-1000VA;Regulador de voltaje 1000W.;55806,72;47352,94
REG-10A-ENC;Regleta enchufable de 10 Amp. 12 polos. Macho y Hembra. M3. 110?C.;3756,3;3184,87
REG-12-30A;Regleta de 12 pares 30 amperios;1924,37;1638,65
REG-12-4A;Regleta 12 pares 4A Blanca.;739,49;630,25
REG-12P-5A;Regleta 12 pares E120 15A 380V;1252,1;1067,23
REG-6A-ENC;Regleta enchufable de 6 Amp. 12 polos. Macho y Hembra. M3. 110?C.;10000;8487,39
REG-LED40W;Regleta de Led de 40W/4100k- Incluye Driver.;214294,12;181823,53
REG033-039110;Regleta led circular 48W-6.000K?.Incluye Driver;207512,6;176067,23
REG033/039-CIR;Regleta led circular 59W-3.000K?.Incluye Driver.;207789,92;176310,92
REG033/039110;Regleta led circular 48W-6.000K?.Incluye Driver;161638,65;137151,26
REG10A-UL;Regleta de 12 pares. 10 Amperios. Certificacion UL.;4453,78;0
REG12-120;Regleta 12 pares E120 15A (16A)380V;142,86;126,05
REG14W-LED-4K;Regleta 14W led con Driver. 4.000K?.;116075,63;98487,39
REG15A-UL;Regleta de 12 pares. 15 amperios. Certificacion UL.;5672,27;4815,13
REG20A-10P;Regleta de 20 Amperios de 10 posiciones.;4521,01;3831,93
REGLED-10W-3K-LU;Regleta de LED de 10W. 280x20 mm. 3.000?K. Luminos.;13756,3;11672,27
REGLED-10W-4K-LU;Regleta de LED de 10W. 280x20 mm. 4.000?K. Luminos.;13756,3;11672,27
REGLED-10W-4K-PH;Regleta de LED de 10W. 560x20 mm. 280mA. 1.400 Lm. Fortimo LED Strip C;12924,37;10966,39
REGLED-10W-5K-LU;Regleta de LED de 10W. 280x20 mm. 5.000?K. Luminos.;13756,3;11672,27
REGLED-10W-6K-LU;Regleta de LED de 10W. 280x20 mm. 6.000?K. Luminos.;13750;11666,67
REGLED-11.6W-FT-PH;Regleta de LED de 11.6W. LV5. FlexTune 2.700? - 6.500?K. 560x20 mm. Ma;68604,04;58209,32
REGLED-11W-4K-ED;Modulo de LED 4.000?K.. 279x55 mm. 11W. 300mA. 37V. 1100 Lm.;24260,5;20588,23
REGLED-12.2W-3K-PH;Regleta de LED de 12.2W. LV4. 3.000?K. 560x20 mm. Marca Philips. Codig;33439,73;28373,42
REGLED-12.2W-4K-PH;Regleta de LED de 12.2W. LV4. 4.000?K. 560x20 mm. Marca Philips. Codig;25890,76;21974,79
REGLED-12.5W-4K-TCI;Regleta de LED 8.4-12.5W. 350-500mA. 4.000?K. TCI. 140 Lm/W.;26781,51;22722,69
REGLED-12.6W-4K-EB;Regleta de LED de 12.6W. 4.000?K. 280x19 mm. 36V. 350mA.;17563,02;14907,56
REGLED-12.6W-6K-EB;Regleta de LED de 12.6W. 6.500?K. 280x19 mm. 36V. 350mA.;31436,97;26672,27
REGLED-12.7W-4K-PH;Regleta de LED de 12.7W. 560mm. 4.000?K. 2.200 Lumenes. 408 mA. LV4. P;30361,34;25764,71
REGLED-12.7W-5K-PH;Regleta de LED de 12.7W. 560mm. 5.000?K. 2.200 Lumenes. 408 mA. LV4. P;27756,3;23546,22
REGLED-12W-3K-OS;Regleta de LED de 12W. 560mm. 190-290 mA. 3.000?K. Osram. Codigo 73970;19638,65;16663,86
REGLED-12W-3K-PH;Regleta de LED de 12.2W. LV5. 3.000?K. 560x20 mm. Marca Philips. Codig;31310,92;26563,02
REGLED-12W-4K-OS;Regleta de LED de 12W. 560mm. 4.000?K. Osram. Codigo 73972.;16966,39;14394,96
REGLED-12W-4K-PH;Regleta de LED de 12.2W. LV5. 4.000?K. 560x20 mm. Marca Philips. Codig;32334,2;27435,08
REGLED-12W-5K-OS;Regleta de LED de 12W. 560mm. 5.000?K. Osram. Codigo 73973.;22504,2;19092,44
REGLED-12W-5K-PH;Regleta de LED de 12.2W. LV5. 5.000?K. 560x20 mm. Marca Philips. Codig;31876,09;27046,38
REGLED-13.8W-3K-PH;Regleta de LED de 13.8W. 560x20 mm. 3.000?K. 5.400 Lumenes. LV3 Philip;19412,98;16471,62
REGLED-13.8W-4K-PH;Regleta de LED de 13.8W. 560x20 mm. 4.000?K. 5.400 Lumenes. LV3 Philip;18321,75;15545,73
REGLED-13.8W-5K-PH;Regleta de LED de 13.8W. 560x20 mm. 5.000?K. 5.400 Lumenes. LV3 Philip;23094,64;19595,45
REGLED-13W-3K-75-LU;Regleta de LED de 13W.3.000?K. 3560Lm. 480mA. 750x20 mm.;34881,63;29596,53
REGLED-13W-3K-LU;Regleta de LED de 13W. 560x20 mm. 3.000?K. 5.400 Lumenes.;21966,39;18638,65
REGLED-13W-4K-LU;Regleta de LED de 13W. 560x20 mm. 4.000?K. 5.400 Lumenes.;20117,54;17069,42
REGLED-13W-5K-LU;Regleta de LED de 13W. 560x20 mm. 5.000?K. 5.400 Lumenes.;21966,39;18638,65
REGLED-13W-6K-LU;Regleta de LED de 13W. 560x20 mm. 6.500?K. 5.400 L?enes.;21966,39;18638,65
REGLED-14.1W-BD-OS;Regleta LED de 14.1W Blanco Dinamico. 558.8 x 23.87 mm. Codigo 7015664;66966,39;56815,13
REGLED-14.5W-4K-PH;Regleta de LED de 14.5W. 560x40 mm. 600mA. Fortimo LED Strip Codigo 92;30361,34;25764,71
REGLED-14W-3K-PH;Regleta de LED de 14W. 560x20 mm. 600mA. Fortimo LED Strip Codigo 9290;31638,65;26840,34
REGLED-14W-4K-ED;Modulo de LED 4.000?K. 270x270 mm. 14W. 350mA. 40V. 1540 Lm.;63445,38;53831,93
REGLED-14W-4K-PH;Regleta de LED de 14W. 560x20 mm. 600mA. Fortimo LED Strip Codigo 9290;31252,1;26521,01
